ED,Reported,AaronS. Foldenauer,DianneMorales,ScottM. Stringer,RaymondJ. McGuire,MayaD. Wiley,PaperboyLove Prince,ArtChang,KathrynA. Garcia,EricL. Adams,IsaacWright Jr.,ShaunDonovan,AndrewYang,JoycelynTaylor,WRITE-IN,,,,,,,,,,,,,,
AD23-ED27,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD23-ED28,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD23-ED29,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD23-ED30,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD23-ED31,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD23-ED32,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD23-ED33,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD23-ED34,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD23-ED35,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD23-ED36,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD23-ED37,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD23-ED38,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD23-ED39,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD23-ED40,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD23-ED41,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD23-ED42,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD23-ED43,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD23-ED44,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD23-ED45,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD23-ED46,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD23-ED47,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD23-ED48,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD23-ED49,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD23-ED50,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD23-ED51,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD23-ED52,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD23-ED53,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD23-ED54,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD23-ED55,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD23-ED56,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD23-ED57,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD23-ED58,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD23-ED59,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD23-ED60,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD23-ED61,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD23-ED62,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD23-ED63,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD23-ED64,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD23-ED65,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD23-ED66,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD23-ED67,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD23-ED68,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD23-ED69,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD23-ED70,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD23-ED71,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD23-ED72,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD23-ED73,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD23-ED74,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD23-ED75,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD23-ED76,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD23-ED77,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD23-ED78,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD23-ED79,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD23-ED80,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD23-ED81,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD23-ED82,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD23-ED83,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD23-ED84,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD23-ED85,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD23-ED86,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD23-ED87,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD23-ED88,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD23-ED89,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD23-ED90,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD23-ED91,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD23-ED92,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD23-ED93,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD24-ED1,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD24-ED 2,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD24-ED 3,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD24-ED 4,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD24-ED 5,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD24-ED 6,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD24-ED 7,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD24-ED 8,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD24-ED 9,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD24-ED10,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD24-ED11,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD24-ED12,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD24-ED13,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD24-ED14,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD24-ED15,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD24-ED16,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD24-ED17,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD24-ED18,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD24-ED19,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD24-ED20,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD24-ED21,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD24-ED22,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD24-ED23,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD24-ED24,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD24-ED25,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD24-ED26,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD24-ED27,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD24-ED28,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD24-ED29,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD24-ED30,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD24-ED31,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD24-ED32,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD24-ED33,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD24-ED34,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD24-ED35,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD24-ED36,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD24-ED37,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD24-ED38,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD24-ED39,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD24-ED40,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD24-ED41,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD24-ED42,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD24-ED43,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD24-ED44,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD24-ED45,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD24-ED46,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD24-ED47,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD24-ED48,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD24-ED49,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD24-ED50,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD24-ED51,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD24-ED52,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD24-ED53,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD24-ED54,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD24-ED55,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD24-ED56,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD24-ED57,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD24-ED58,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD24-ED59,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD24-ED60,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD24-ED61,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD24-ED62,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD24-ED63,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD24-ED64,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD24-ED65,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD24-ED66,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD24-ED67,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD24-ED68,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD24-ED69,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD24-ED70,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD24-ED71,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD24-ED72,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD24-ED73,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD24-ED74,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD24-ED75,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD24-ED76,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD24-ED77,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD24-ED78,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD24-ED79,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD24-ED80,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD24-ED81,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD24-ED82,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD24-ED83,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD24-ED84,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD24-ED85,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD24-ED86,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD24-ED87,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD24-ED88,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD24-ED89,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD24-ED90,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD24-ED91,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD25-ED1,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD25-ED 2,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD25-ED 3,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD25-ED 4,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD25-ED 5,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD25-ED 6,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD25-ED 7,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD25-ED 8,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD25-ED 9,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD25-ED10,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD25-ED11,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD25-ED12,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD25-ED13,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD25-ED14,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD25-ED15,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD25-ED16,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD25-ED17,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD25-ED18,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD25-ED19,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD25-ED20,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD25-ED21,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD25-ED22,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD25-ED23,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD25-ED24,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD25-ED25,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD25-ED26,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD25-ED27,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD25-ED28,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD25-ED29,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD25-ED30,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD25-ED31,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD25-ED32,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD25-ED33,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD25-ED34,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD25-ED35,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD25-ED36,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD25-ED37,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD25-ED38,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD25-ED39,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD25-ED40,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD25-ED41,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD25-ED42,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD25-ED43,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD25-ED44,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD25-ED45,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD25-ED46,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD25-ED47,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD25-ED48,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD25-ED49,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD25-ED50,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD25-ED51,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD25-ED52,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD25-ED53,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD25-ED54,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD25-ED55,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD25-ED56,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD25-ED57,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD25-ED58,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD25-ED59,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD25-ED60,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD25-ED61,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD25-ED62,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD25-ED63,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD25-ED64,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD25-ED65,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD25-ED66,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD25-ED67,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD25-ED68,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD25-ED69,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD25-ED70,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD25-ED71,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD25-ED72,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD25-ED73,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD25-ED74,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD25-ED75,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD25-ED76,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD25-ED77,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD25-ED78,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD25-ED79,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD26-ED1,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD26-ED 2,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD26-ED 3,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD26-ED 4,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD26-ED 5,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD26-ED 6,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD26-ED 7,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD26-ED 8,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD26-ED 9,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD26-ED10,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD26-ED11,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD26-ED12,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD26-ED13,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD26-ED14,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD26-ED15,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD26-ED16,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD26-ED17,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD26-ED18,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD26-ED19,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD26-ED20,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD26-ED21,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD26-ED22,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD26-ED23,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD26-ED24,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD26-ED25,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD26-ED26,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD26-ED27,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD26-ED28,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD26-ED29,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD26-ED30,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD26-ED31,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD26-ED32,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD26-ED33,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD26-ED34,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD26-ED35,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD26-ED36,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD26-ED37,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD26-ED38,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD26-ED39,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD26-ED40,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD26-ED41,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD26-ED42,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD26-ED43,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD26-ED44,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD26-ED45,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD26-ED46,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD26-ED47,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD26-ED48,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD26-ED49,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD26-ED50,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD26-ED51,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD26-ED52,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD26-ED53,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD26-ED54,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD26-ED55,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD26-ED56,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD26-ED57,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD26-ED58,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD26-ED59,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD26-ED60,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD26-ED61,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD26-ED62,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD26-ED63,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD26-ED64,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD26-ED65,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD26-ED66,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD26-ED67,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD26-ED68,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD26-ED69,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AD26-ED70,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
